datetime_utc,open,high,low,close,volume
2026-03-25 21:55:00+00:00,4520.99,4520.99,4520.62,4520.63,0.0123
2026-03-25 21:56:00+00:00,4520.63,4520.63,4520.63,4520.63,0.0059
2026-03-25 21:57:00+00:00,4520.63,4520.63,4520.63,4520.63,0.0209
2026-03-25 21:58:00+00:00,4520.63,4520.63,4520.62,4520.62,0.3973
2026-03-25 21:59:00+00:00,4520.82,4520.83,4520.82,4520.83,0.1745
2026-03-25 22:00:00+00:00,4520.82,4524.71,4519.75,4524.04,31.6403
2026-03-25 22:01:00+00:00,4524.03,4524.03,4517.25,4518.61,13.6799
2026-03-25 22:02:00+00:00,4518.91,4521.48,4518.55,4520.98,1.8701
2026-03-25 22:03:00+00:00,4520.81,4522.0,4519.28,4520.47,11.6895
2026-03-25 22:04:00+00:00,4520.48,4528.52,4520.13,4527.31,33.4572
2026-03-25 22:05:00+00:00,4527.27,4535.0,4526.11,4532.21,30.5538
2026-03-25 22:06:00+00:00,4532.03,4532.65,4530.25,4530.25,8.2475
2026-03-25 22:07:00+00:00,4530.16,4530.16,4521.0,4523.87,5.1246
2026-03-25 22:08:00+00:00,4524.04,4525.47,4516.82,4517.75,14.5198
2026-03-25 22:09:00+00:00,4517.14,4521.48,4513.91,4514.52,12.8829
2026-03-25 22:10:00+00:00,4514.53,4517.06,4514.53,4517.0,8.3254
2026-03-25 22:11:00+00:00,4516.56,4519.45,4515.37,4515.37,3.5247
2026-03-25 22:12:00+00:00,4515.2,4522.17,4515.01,4519.96,20.5872
2026-03-25 22:13:00+00:00,4520.3,4520.3,4518.09,4519.28,0.2453
2026-03-25 22:14:00+00:00,4519.16,4519.44,4516.11,4516.6,7.941
2026-03-25 22:15:00+00:00,4516.55,4517.94,4511.09,4511.09,18.2931
2026-03-25 22:16:00+00:00,4511.46,4514.08,4511.04,4513.4,8.9505
2026-03-25 22:17:00+00:00,4513.5,4513.5,4510.61,4510.61,5.0324
2026-03-25 22:18:00+00:00,4510.83,4510.83,4508.75,4509.74,2.8276
2026-03-25 22:19:00+00:00,4509.59,4511.62,4508.79,4510.32,4.3839
2026-03-25 22:20:00+00:00,4510.83,4512.47,4509.42,4510.27,9.1424
2026-03-25 22:21:00+00:00,4510.44,4514.0,4509.25,4512.99,11.6961
2026-03-25 22:22:00+00:00,4512.83,4515.54,4512.83,4515.54,2.0077
2026-03-25 22:23:00+00:00,4515.7,4519.95,4515.7,4518.6,5.6538
2026-03-25 22:24:00+00:00,4518.27,4519.96,4517.12,4519.96,1.449
2026-03-25 22:25:00+00:00,4519.99,4521.34,4518.95,4520.98,6.5741
2026-03-25 22:26:00+00:00,4521.3,4521.91,4517.24,4517.24,1.1551
2026-03-25 22:27:00+00:00,4517.07,4517.07,4515.71,4515.71,0.1041
2026-03-25 22:28:00+00:00,4515.71,4519.29,4515.55,4518.77,4.4679
2026-03-25 22:29:00+00:00,4517.92,4517.92,4514.81,4516.56,0.7548
2026-03-25 22:30:00+00:00,4516.56,4517.58,4516.45,4517.58,0.7035
2026-03-25 22:31:00+00:00,4517.75,4519.99,4516.57,4519.45,2.8182
2026-03-25 22:32:00+00:00,4518.6,4518.6,4513.16,4517.58,8.8299
2026-03-25 22:33:00+00:00,4517.92,4520.0,4517.92,4520.0,3.1173
2026-03-25 22:34:00+00:00,4520.0,4523.36,4519.73,4523.36,12.7516
2026-03-25 22:35:00+00:00,4523.7,4526.67,4522.85,4522.85,21.4091
2026-03-25 22:36:00+00:00,4522.68,4523.19,4521.33,4522.85,6.7078
2026-03-25 22:37:00+00:00,4522.68,4523.7,4522.51,4522.68,0.4516
2026-03-25 22:38:00+00:00,4522.51,4524.88,4520.98,4524.88,1.5141
2026-03-25 22:39:00+00:00,4524.89,4537.42,4524.89,4532.6,198.508
2026-03-25 22:40:00+00:00,4532.6,4532.89,4528.9,4528.9,14.809
2026-03-25 22:41:00+00:00,4528.82,4531.85,4528.81,4531.83,21.9403
2026-03-25 22:42:00+00:00,4531.84,4531.84,4529.32,4531.69,10.1775
2026-03-25 22:43:00+00:00,4531.49,4534.67,4531.49,4534.67,6.8168
2026-03-25 22:44:00+00:00,4534.75,4537.53,4534.75,4536.28,10.9299
2026-03-25 22:45:00+00:00,4535.94,4536.3,4531.61,4531.96,7.7213
2026-03-25 22:46:00+00:00,4531.52,4532.82,4530.34,4531.87,2.265
2026-03-25 22:47:00+00:00,4531.86,4536.75,4529.31,4529.31,53.1494
2026-03-25 22:48:00+00:00,4529.31,4529.31,4525.0,4525.75,12.9071
2026-03-25 22:49:00+00:00,4525.75,4525.97,4522.59,4523.37,7.8656
2026-03-25 22:50:00+00:00,4523.37,4526.59,4523.37,4526.59,10.4349
2026-03-25 22:51:00+00:00,4526.59,4528.0,4524.05,4528.0,1.9223
2026-03-25 22:52:00+00:00,4528.12,4529.14,4526.83,4527.1,7.6234
2026-03-25 22:53:00+00:00,4526.93,4526.93,4524.39,4524.39,3.6393
2026-03-25 22:54:00+00:00,4524.39,4526.84,4521.02,4521.02,9.379
2026-03-25 22:55:00+00:00,4521.03,4524.38,4521.03,4522.24,11.1288
2026-03-25 22:56:00+00:00,4522.18,4523.5,4519.28,4519.28,10.0166
2026-03-25 22:57:00+00:00,4519.11,4519.11,4518.07,4518.1,3.6015
2026-03-25 22:58:00+00:00,4518.1,4522.34,4518.1,4521.91,8.7659
2026-03-25 22:59:00+00:00,4521.99,4524.38,4521.65,4521.88,1.0444
2026-03-25 23:00:00+00:00,4522.0,4523.19,4521.84,4522.35,4.559
2026-03-25 23:01:00+00:00,4522.35,4522.52,4518.64,4518.64,4.9265
2026-03-25 23:02:00+00:00,4518.6,4518.6,4510.45,4512.81,46.2674
2026-03-25 23:03:00+00:00,4512.8,4516.04,4511.97,4514.69,1.9497
2026-03-25 23:04:00+00:00,4514.41,4516.33,4510.21,4510.21,3.1667
2026-03-25 23:05:00+00:00,4510.18,4510.18,4503.63,4508.44,29.3499
